nombre,artista,posicion,fecha_subida,fecha_lanzamiento,reproducciones,titulo,canal,fecha_publicacion,vistas
タイムパラドックス,Vaundy,24,2024-07-10,2024-01-07,73.0,,,,
アイドル,YOASOBI,25,2024-07-10,2023-10-04,73.0,,,,
Seven (feat. Latto) (Explicit Ver.),Jung Kook,26,2024-07-10,2023-11-03,85.0,,,,
Like Crazy,Jimin,27,2024-07-10,2023-03-24,88.0,,,,
GOAT,Number_i,28,2024-07-10,2024-01-01,71.0,,,,
インフェルノ,Mrs. GREEN APPLE,29,2024-07-10,2019-10-01,71.0,,,,
Love seeker,JO1,30,2024-07-10,2024-05-11,69.0,,,,
Smeraldo Garden Marching Band (feat. Loco),Jimin,31,2024-07-10,2024-06-28,91.0,,,,
Romantic,SEKAI NO OWARI,32,2024-07-10,2024-05-10,71.0,,,,
How Sweet,NewJeans,33,2024-07-10,2024-05-24,84.0,,,,
ビビデバ,Hoshimachi Suisei,34,2024-07-10,2024-03-23,73.0,,,,
水平線,back number,35,2024-07-10,2023-01-17,70.0,,,,
美しい鰭,SPITZ,36,2024-07-10,2023-05-17,70.0,,,,
唱,Ado,37,2024-07-10,2024-02-06,71.0,,,,
花束,back number,38,2024-07-10,2011-10-26,68.0,,,,
高嶺の花子さん,back number,39,2024-07-10,2014-03-26,70.0,,,,
アポロドロス,Mrs. GREEN APPLE,40,2024-07-10,2024-07-02,63.0,,,,
絶対零度,natori,41,2024-07-10,2024-04-05,75.0,,,,
ファタール - Fatal,GEMN,42,2024-07-10,2024-07-04,65.0,,,,
相思相愛,aiko,43,2024-07-10,2024-04-12,71.0,,,,
Supernova,aespa,44,2024-07-10,2024-05-27,75.0,,,,
ホムンクルス,Vaundy,45,2024-07-10,2024-07-05,60.0,,,,
会いに行くのに,Aimyon,46,2024-07-10,2024-05-01,69.0,,,,
W / X / Y,Tani Yuuki,47,2024-07-10,2021-12-08,69.0,,,,
毎日 - Every Day,Kenshi Yonezu,48,2024-07-10,2024-05-27,72.0,,,,
オレンジ,SPYAIR,49,2024-07-10,2024-02-14,73.0,,,,
WOKE UP,XG,50,2024-07-10,2024-05-21,80.0,,,,
Si No Quieres No,Luis R Conriquez,1,2024-07-10,2024-03-10,88.0,,,,
LA PATRULLA,Peso Pluma,2,2024-07-10,2024-06-20,81.0,,,,
Volver Al Futuro,Oscar Maydon,3,2024-07-10,2024-05-30,86.0,,,,
Si Antes Te Hubiera Conocido,KAROL G,4,2024-07-10,2024-06-21,90.0,,,,
Madonna,Natanael Cano,5,2024-07-10,2024-03-08,87.0,,,,
REAL GANGSTA LOVE,Trueno,6,2024-07-10,2024-05-23,91.0,,,,
Gata Only,FloyyMenor,7,2024-07-10,2024-02-02,96.0,,,,
YCQVM,Nueva H,8,2024-07-10,2024-06-12,82.0,,,,
VINO TINTO,Peso Pluma,9,2024-07-10,2024-06-20,82.0,,,,
Regalo De Dios,Julión Álvarez y su Norteño Banda,10,2024-07-10,2023-11-17,84.0,,,,
SANTAL 33,Peso Pluma,11,2024-07-10,2024-06-20,78.0,,,,
LINDA,Tito Double P,12,2024-07-10,2024-05-23,79.0,,,,
Y LLORO,Junior H,13,2024-07-10,2023-10-05,83.0,,,,
TÚ NAME,Fuerza Regida,14,2024-07-10,2024-02-09,85.0,,,,
Que Onda,Calle 24,15,2024-07-10,2023-08-30,84.0,,,,
EL AMOR DE SU VIDA,Grupo Frontera,16,2024-07-10,2023-08-25,82.0,,,,
SI NO ES CONTIGO,Cris Mj,17,2024-07-10,2024-05-23,88.0,,,,
TOMMY & PAMELA,Peso Pluma,18,2024-07-10,2024-06-20,76.0,,,,
El Beneficio De La Duda,Grupo Firme,19,2024-07-10,2024-05-28,82.0,,,,
LUNA,Feid,20,2024-07-10,2023-12-01,90.0,,,,
Elvira,Oscar Maydon,21,2024-07-10,2023-12-22,84.0,,,,
Entre las de 20,Bizarrap,22,2024-07-10,2024-04-02,80.0,,,,
ADIVINO,Myke Towers,23,2024-07-10,2024-04-25,88.0,,,,
Primera Cita,Carin Leon,24,2024-07-10,2023-05-19,84.0,,,,
Lo Tienes Todo,Julión Álvarez y su Norteño Banda,25,2024-07-10,2023-11-17,81.0,,,,
Corazón de Piedra,Xavi,26,2024-07-10,2024-03-21,84.0,,,,
300 Noches,Belinda,27,2024-07-10,2024-04-25,80.0,,,,
La Diabla,Xavi,28,2024-07-10,2023-11-30,86.0,,,,
Ya Te Olvide,Natanael Cano,29,2024-07-10,2024-05-15,82.0,,,,
Es un Secreto,Plan B,30,2024-07-10,2010-07-20,84.0,,,,
Despídase bien,Carin Leon,31,2024-07-10,2024-05-30,81.0,,,,
Pocos Años Mil Errores,Kevin AMF,32,2024-07-10,2024-05-28,78.0,,,,
RELOJ,Peso Pluma,33,2024-07-10,2024-06-20,78.0,,,,
Amor,emmanuellcortess_,34,2024-07-10,2023-07-28,79.0,,,,
Santa,Rvssian,35,2024-07-10,2024-04-03,84.0,,,,
Please Please Please,Sabrina Carpenter,36,2024-07-10,2024-06-06,98.0,,,,
Porque Te Vas,Victor Cibrian,37,2024-07-10,2024-04-05,80.0,,,,
QLONA,KAROL G,38,2024-07-10,2023-08-10,86.0,,,,
ROCKSTAR,Junior H,39,2024-07-10,2023-10-05,81.0,,,,
GTA,Luis R Conriquez,40,2024-07-10,2024-02-29,80.0,,,,
"Natanael Cano: Bzrp Music Sessions, Vol. 59",Bizarrap,41,2024-07-10,2024-04-02,80.0,,,,
UNA CERVEZA,Fuerza Regida,42,2024-07-10,2023-10-20,82.0,,,,
BELANOVA,Peso Pluma,43,2024-07-10,2024-06-20,77.0,,,,
"Ride Or Die, Pt. 2 (with Villano Antillano & Tokischa)",Sevdaliza,44,2024-07-10,2024-04-18,84.0,,,,
Un Desperdicio,Rels B,45,2024-07-10,2024-04-26,80.0,,,,
HOLLYWOOD,Peso Pluma,46,2024-07-10,2024-06-20,77.0,,,,
QUE VUELVAS,Grupo Frontera,47,2024-07-10,2023-08-25,79.0,,,,
PRIMO,Tito Double P,48,2024-07-10,2024-07-05,66.0,,,,
LA PEOPLE II,Peso Pluma,49,2024-07-10,2024-06-20,75.0,,,,
SORRY 4 THAT MUCH,Feid,50,2024-07-10,2024-06-07,87.0,,,,
REAL GANGSTA LOVE,Trueno,1,2024-07-10,2024-05-23,91.0,,,,
Si Antes Te Hubiera Conocido,KAROL G,2,2024-07-10,2024-06-21,90.0,,,,
LUNA,Feid,3,2024-07-10,2023-12-01,90.0,,,,
Santa,Rvssian,4,2024-07-10,2024-04-03,84.0,,,,
Gata Only,FloyyMenor,5,2024-07-10,2024-02-02,96.0,,,,
SORRY 4 THAT MUCH,Feid,6,2024-07-10,2024-06-07,87.0,,,,
PARTIDO EN DOS,La Única Tropical,7,2024-07-10,2024-02-24,70.0,,,,
Mirame,Blessd,8,2024-07-10,2024-04-17,82.0,,,,
SI NO ES CONTIGO,Cris Mj,9,2024-07-10,2024-05-23,88.0,,,,
Piel,Tiago PZK,10,2024-07-10,2024-07-04,60.0,,,,
AMARGURA,KAROL G,11,2024-07-10,2023-02-24,86.0,,,,
offline,Young Miko,12,2024-07-10,2024-04-05,85.0,,,,
La Bachata,Manuel Turizo,13,2024-07-10,2023-03-17,85.0,,,,
PERRO NEGRO,Bad Bunny,14,2024-07-10,2023-10-13,87.0,,,,
Borro Cassette,Maluma,15,2024-07-10,2015-10-30,81.0,,,,
QLONA,KAROL G,16,2024-07-10,2023-08-10,86.0,,,,
Brickell,Feid,17,2024-07-10,2024-04-10,83.0,,,,
APAGA EL CEL,FloyyMenor,18,2024-07-10,2024-05-17,85.0,,,,
MI EX TENÍA RAZÓN,KAROL G,19,2024-07-10,2023-08-10,83.0,,,,
Una Vida Pasada,Camilo,20,2024-07-10,2024-05-23,75.0,,,,
Orion,Boza,21,2024-07-10,2024-05-29,79.0,,,,
Rara Vez,Taiu,22,2024-07-10,2023-02-08,81.0,,,,
LA FALDA,Myke Towers,23,2024-07-10,2023-09-18,85.0,,,,
Mamichula - con Nicki Nicole,Trueno,24,2024-07-10,2020-07-23,80.0,,,,
Feliz Cumpleaños Ferxxo,Feid,25,2024-07-10,2022-09-14,82.0,,,,
Please Please Please,Sabrina Carpenter,26,2024-07-10,2024-06-06,98.0,,,,
WYA REMIX RED,J Abdiel,27,2024-07-10,2024-05-10,80.0,,,,
CLASSY 101,Feid,28,2024-07-10,2023-12-01,82.0,,,,
Una Foto Remix (feat. Emilia),Mesita,29,2024-07-10,2024-01-05,80.0,,,,
Columbia,Quevedo,30,2024-07-10,2023-07-07,83.0,,,,
Espresso,Sabrina Carpenter,31,2024-07-10,2024-04-12,99.0,,,,
Si Esta Casa Hablara,La Única Tropical,32,2024-07-10,2018-01-02,65.0,,,,
Es un Secreto,Plan B,33,2024-07-10,2010-07-20,84.0,,,,
GATITAS SANDUNGUERAS VOL.1,Alvaro Diaz,34,2024-07-10,2024-05-17,83.0,,,,
ADIVINO,Myke Towers,35,2024-07-10,2024-04-25,88.0,,,,
La Curiosidad,Jay Wheeler,36,2024-07-10,2020-06-12,81.0,,,,
LA CANCIÓN,J Balvin,37,2024-07-10,2019-06-28,83.0,,,,
Desesperados,Rauw Alejandro,38,2024-07-10,2021-12-10,82.0,,,,
BBY BOO - REMIX,iZaak,39,2024-07-10,2024-03-27,83.0,,,,
Amanece,Anuel AA,40,2024-07-10,2018-12-14,81.0,,,,
Tiroteo - Remix,Marc Seguí,41,2024-07-10,2021-04-01,80.0,,,,
Normal,Feid,42,2024-07-10,2022-09-14,80.0,,,,
Cuando Te Vi | CROSSOVER #5,Big One,43,2024-07-10,2024-06-27,77.0,,,,
Según Quién,Maluma,44,2024-07-10,2023-08-25,82.0,,,,
Cúrame,Rauw Alejandro,45,2024-07-10,2021-12-10,81.0,,,,
"Perdonarte, ¿Para Qué?",Los Ángeles Azules,46,2024-07-10,2024-05-23,82.0,,,,
"BESAME (feat. Tiago PZK, Khea & Neo Pistea) - Remix",Bhavi,47,2024-07-10,2024-04-16,80.0,,,,
Cual Adios,La Única Tropical,48,2024-07-10,2018-01-02,62.0,,,,
BIRDS OF A FEATHER,Billie Eilish,49,2024-07-10,2024-05-17,98.0,,,,
Smeraldo Garden Marching Band (feat. Loco),Jimin,50,2024-07-10,2024-06-28,91.0,,,,
Hasta la Muerte,Producto Sin Corte,1,2024-07-10,2024-06-14,69.0,,,,
LUNA,Feid,2,2024-07-10,2023-12-01,90.0,,,,
SORRY 4 THAT MUCH,Feid,3,2024-07-10,2024-06-07,87.0,,,,
Dicen Por Ahí,Valentina Olguin,4,2024-07-10,2024-06-06,33.0,,,,
XQCP,iZaak,5,2024-07-10,2024-06-06,70.0,,,,
Santa,Rvssian,6,2024-07-10,2024-04-04,88.0,,,,
WYA,J Abdiel,7,2024-07-10,2023-09-20,75.0,,,,
Luz,Fede Vigevani,8,2024-07-10,2022-10-06,18.0,,,,
Toki,Casper Magico,9,2024-07-10,2024-05-02,64.0,,,,
REAL GANGSTA LOVE,Trueno,10,2024-07-10,2024-05-23,91.0,,,,
BBY BOO - REMIX,iZaak,11,2024-07-10,2024-03-27,83.0,,,,
Lo Que Nos Pasó,Maca Castro,12,2024-07-10,2023-08-17,12.0,,,,
Bonnie and Clyde,iZaak,13,2024-07-10,2023-01-27,43.0,,,,
El Efecto,Rauw Alejandro,14,2024-07-10,2019-03-15,78.0,,,,
CLIMA (with Foreign Teck),Dei V,15,2024-07-10,2024-05-31,65.0,,,,
Solita,Fede Vigevani,16,2024-07-10,2020-04-01,0.0,,,,
ADIVINO,Myke Towers,17,2024-07-10,2024-04-25,88.0,,,,
Callaita,Bad Bunny,18,2024-07-10,2019-05-31,74.0,,,,
Polvo de tu Vida,J Balvin,19,2024-07-10,2024-06-07,74.0,,,,
LA RANGER (feat. Myke Towers),The Academy: Segunda Misión,20,2024-07-10,2024-03-28,78.0,,,,
Gotas En Mi Piel,Maca Castro,21,2024-07-10,2024-03-14,23.0,,,,
Brickell,Feid,22,2024-07-10,2024-04-10,83.0,,,,
Martini,Dei V,23,2024-07-10,2024-04-25,74.0,,,,
GATITAS SANDUNGUERAS VOL.1,Alvaro Diaz,24,2024-07-10,2024-05-17,83.0,,,,
Bellakita,Conep,25,2024-07-10,2024-05-14,64.0,,,,
Gata Only,FloyyMenor,26,2024-07-10,2024-02-02,96.0,,,,
"QUÍTENME EL TELÉFONO (feat. Yandel, Jay Wheeler)",The Academy: Segunda Misión,27,2024-07-10,2024-03-28,72.0,,,,
Fecha,Feid,28,2024-07-10,2024-04-10,72.0,,,,
Heavyweight,Eladio Carrion,29,2024-07-10,2024-05-01,66.0,,,,
SI SI SI SI (feat. The Academy: Segunda Misión),Eladio Carrion,30,2024-07-10,2024-03-28,68.0,,,,
Lollipop - Remix,Darell,31,2024-07-10,2024-02-15,72.0,,,,
LA NENA,Lyanno,32,2024-07-10,2024-04-11,75.0,,,,
GODIVA,Ovy On The Drums,33,2024-07-10,2024-03-14,66.0,,,,
LUCES DE COLORES,Omar Courtz,34,2024-07-10,2024-02-14,67.0,,,,
HUMO,Chencho Corleone,35,2024-07-10,2024-04-04,76.0,,,,
BAD BOY,Chris Jedi,36,2024-07-10,2024-02-07,69.0,,,,
PERREO LENTO,Chris Jedi,37,2024-07-10,2024-02-09,70.0,,,,
No Te Quieren Conmigo,Gaby Music,38,2024-07-10,2023-12-15,77.0,,,,
Hey Lil Mama,Eladio Carrion,39,2024-07-10,2024-01-19,73.0,,,,
Tacos Gucci,Anuel AA,40,2024-07-10,2024-02-15,65.0,,,,
MONACO,Bad Bunny,41,2024-07-10,2023-10-13,81.0,,,,
Lollipop,Darell,42,2024-07-10,2023-07-28,74.0,,,,
Pa la Proxima,Cosculluela,43,2024-07-10,2023-12-12,52.0,,,,
PRIMER AVISO,Maria Becerra,44,2024-07-10,2024-02-29,68.0,,,,
PERRO NEGRO,Bad Bunny,45,2024-07-10,2023-10-13,87.0,,,,
QLONA,KAROL G,46,2024-07-10,2023-08-10,86.0,,,,
DILUVIO,Rauw Alejandro,47,2024-07-10,2023-07-07,81.0,,,,
Tormentos,Maca Castro,48,2024-07-10,2023-11-16,6.0,,,,
LALA,Myke Towers,49,2024-07-10,2023-03-23,83.0,,,,
Columbia,Quevedo,50,2024-07-10,2023-07-07,83.0,,,,
Espresso,Sabrina Carpenter,1,2024-07-10,2024-04-12,99.0,,,,
Please Please Please,Sabrina Carpenter,2,2024-07-10,2024-06-06,98.0,,,,
BIRDS OF A FEATHER,Billie Eilish,3,2024-07-10,2024-05-17,98.0,,,,
"Good Luck, Babe!",Chappell Roan,4,2024-07-10,2024-04-05,94.0,,,,
A Bar Song (Tipsy),Shaboozey,5,2024-07-10,2024-05-31,86.0,,,,
Too Sweet,Hozier,6,2024-07-10,2024-03-22,89.0,,,,
Stargazing,Myles Smith,7,2024-07-10,2024-05-10,92.0,,,,
Beautiful Things,Benson Boone,8,2024-07-10,2024-04-05,90.0,,,,
Houdini,Eminem,9,2024-07-10,2024-05-31,94.0,,,,
I Had Some Help (Feat. Morgan Wallen),Post Malone,10,2024-07-10,2024-05-10,95.0,,,,
Austin (Boots Stop Workin'),Dasha,11,2024-07-10,2024-02-16,91.0,,,,
MILLION DOLLAR BABY,Tommy Richman,12,2024-07-10,2024-04-26,94.0,,,,
Not Like Us,Kendrick Lamar,13,2024-07-10,2024-05-04,96.0,,,,
Stick Season,Noah Kahan,14,2024-07-10,2022-10-14,90.0,,,,
Lose Control,Teddy Swims,15,2024-07-10,2023-09-15,90.0,,,,
BAND4BAND (feat. Lil Baby),Central Cee,16,2024-07-10,2024-05-23,91.0,,,,
LUNCH,Billie Eilish,17,2024-07-10,2024-05-17,95.0,,,,
Fortnight (feat. Post Malone),Taylor Swift,18,2024-07-10,2024-04-18,91.0,,,,
Slow It Down,Benson Boone,19,2024-07-10,2024-04-05,89.0,,,,
Cruel Summer,Taylor Swift,20,2024-07-10,2019-08-23,92.0,,,,
Belong Together,Mark Ambor,21,2024-07-10,2024-02-16,91.0,,,,
i like the way you kiss me,Artemas,22,2024-07-10,2024-03-19,95.0,,,,
HOT TO GO!,Chappell Roan,23,2024-07-10,2023-09-22,88.0,,,,
DEVIL IS A LIE,Tommy Richman,24,2024-07-10,2024-06-14,86.0,,,,
I Can Do It With a Broken Heart,Taylor Swift,25,2024-07-10,2024-04-18,87.0,,,,
Scared To Start,Michael Marcagi,26,2024-07-10,2024-01-12,88.0,,,,
KEHLANI,Jordan Adetunji,27,2024-07-10,2024-06-24,71.0,,,,
Mr. Brightside,The Killers,28,2024-07-10,2004-01-01,86.0,,,,
NIGHTS LIKE THIS,The Kid LAROI,29,2024-07-10,2023-11-10,84.0,,,,
I Don't Wanna Wait,David Guetta,30,2024-07-10,2024-04-05,90.0,,,,
End of Beginning,Djo,31,2024-07-10,2022-09-16,93.0,,,,
Prada,cassö,32,2024-07-10,2023-08-11,86.0,,,,
As It Was,Harry Styles,33,2024-07-10,2022-05-20,91.0,,,,
Riptide,Vance Joy,34,2024-07-10,2014-09-08,84.0,,,,
we can't be friends (wait for your love),Ariana Grande,35,2024-07-10,2024-03-08,90.0,,,,
360,Charli xcx,36,2024-07-10,2024-06-07,84.0,,,,
CHIHIRO,Billie Eilish,37,2024-07-10,2024-05-17,93.0,,,,
Red Wine Supernova,Chappell Roan,38,2024-07-10,2023-09-22,87.0,,,,
Feather,Sabrina Carpenter,39,2024-07-10,2023-03-17,89.0,,,,
Yellow,Coldplay,40,2024-07-10,2000-07-10,89.0,,,,
Unwritten,Natasha Bedingfield,41,2024-07-10,2004-08-30,87.0,,,,
Viva La Vida,Coldplay,42,2024-07-10,2008-05-26,85.0,,,,
Kisses (feat. bbyclose),BL3SS,43,2024-07-10,2024-03-22,75.0,,,,
Happier (feat. Clementine Douglas),The Blessed Madonna,44,2024-07-10,2024-02-02,75.0,,,,
What You Know,Two Door Cinema Club,45,2024-07-10,2010-02-17,73.0,,,,
Sex on Fire,Kings of Leon,46,2024-07-10,2008-09-23,83.0,,,,
The Night We Met,Lord Huron,47,2024-07-10,2015-04-06,88.0,,,,
The Door,Teddy Swims,48,2024-07-10,2023-09-15,85.0,,,,
feelslikeimfallinginlove,Coldplay,49,2024-07-10,2024-06-21,83.0,,,,
Evergreen,Richy Mitch & The Coal Miners,50,2024-07-10,2017-05-17,87.0,,,,
REAL GANGSTA LOVE,Trueno,1,2024-07-10,2024-05-23,91.0,,,,
Cuando Te Vi | CROSSOVER #5,Big One,2,2024-07-10,2024-06-27,77.0,,,,
"Perdonarte, ¿Para Qué?",Los Ángeles Azules,3,2024-07-10,2024-05-23,82.0,,,,
Hoy,Valentino Merlo,4,2024-07-10,2024-05-22,77.0,,,,
La_Playlist.mpeg,Emilia,5,2024-07-10,2024-06-20,75.0,,,,
APAGA EL CEL,FloyyMenor,6,2024-07-10,2024-05-17,85.0,,,,
HOY,The La Planta,7,2024-07-10,2024-05-16,76.0,,,,
Ojos Verdes,Nicki Nicole,8,2024-07-10,2024-04-24,79.0,,,,
Si Antes Te Hubiera Conocido,KAROL G,9,2024-07-10,2024-06-21,90.0,,,,
La Corriente,LA NUEVA ESCUELA,10,2024-07-10,2024-04-05,55.0,,,,
Un Besito Más,Salastkbron,11,2024-07-10,2024-03-14,76.0,,,,
Piel,Tiago PZK,12,2024-07-10,2024-07-04,60.0,,,,
SAN TURRONA,La Joaqui,13,2024-07-10,2024-05-16,74.0,,,,
Mil Preguntas,The La Planta,14,2024-07-10,2024-03-07,73.0,,,,
IMAN (Two Of Us),Maria Becerra,15,2024-07-10,2024-05-16,77.0,,,,
Tal Para Cual,Salastkbron,16,2024-07-10,2024-01-11,73.0,,,,
ROZE | DJ TAO Turreo Sessions #22,DJ Tao,17,2024-07-10,2023-11-23,73.0,,,,
LUNA,Feid,18,2024-07-10,2023-12-01,90.0,,,,
Gata Only,FloyyMenor,19,2024-07-10,2024-02-02,96.0,,,,
CEO,Mesita,20,2024-07-10,2024-06-18,71.0,,,,
Santa,Rvssian,21,2024-07-10,2024-04-03,84.0,,,,
Una Foto Remix (feat. Emilia),Mesita,22,2024-07-10,2024-01-05,80.0,,,,
BBY BOO - REMIX,iZaak,23,2024-07-10,2024-03-27,83.0,,,,
Ando⧸LolliPop⧸Una Foto⧸Pobre Diabla⧸Si No Le Contesto⧸Regalame Una Noche⧸Perdoname,LA NUEVA ESCUELA,24,2024-07-10,2024-03-19,53.0,,,,
Tu y Yo,LA NUEVA ESCUELA,25,2024-07-10,2022-12-30,53.0,,,,
offline,Young Miko,26,2024-07-10,2024-04-05,85.0,,,,
SI NO ES CONTIGO,Cris Mj,27,2024-07-10,2024-05-23,88.0,,,,
30 Grados,El Turko,28,2024-07-10,2024-01-25,61.0,,,,
QUE ME FALTE TODO,Luck Ra,29,2024-07-10,2024-02-02,70.0,,,,
Por Mil Noches,Airbag,30,2024-07-10,2013-11-27,72.0,,,,
HOLA PERDIDA,Luck Ra,31,2024-07-10,2024-02-02,71.0,,,,
"Ya no me duele :,)",Bauti Mascia,32,2024-07-10,2023-12-14,62.0,,,,
La Victima,LA NUEVA ESCUELA,33,2024-07-10,2024-05-02,51.0,,,,
Una Foto,Mesita,34,2024-07-10,2023-08-15,71.0,,,,
Que Dolor,LA NUEVA ESCUELA,35,2024-07-10,2023-02-01,52.0,,,,
"BESAME (feat. Tiago PZK, Khea & Neo Pistea) - Remix",Bhavi,36,2024-07-10,2024-04-16,80.0,,,,
Muevelo,La Deskarga,37,2024-07-10,2022-07-08,44.0,,,,
SORRY 4 THAT MUCH,Feid,38,2024-07-10,2024-06-07,87.0,,,,
Inocente,Roze Oficial,39,2024-07-10,2023-12-01,69.0,,,,
HOLA PERDIDA REMIX,Luck Ra,40,2024-07-10,2024-05-31,78.0,,,,
SINVERGÜENZA - con Angela Torres,Emanero,41,2024-07-10,2023-12-05,72.0,,,,
Rara Vez,Taiu,42,2024-07-10,2023-02-08,81.0,,,,
La_Original.mp3,Emilia,43,2024-07-10,2023-11-03,76.0,,,,
WYA REMIX RED,J Abdiel,44,2024-07-10,2024-05-10,80.0,,,,
Diabólica,Cris Mj,45,2024-07-10,2023-11-09,76.0,,,,
A PRUEBA DE BALAS,The La Planta,46,2024-07-10,2024-03-08,66.0,,,,
La Bachata,Manuel Turizo,47,2024-07-10,2023-03-17,85.0,,,,
La Morocha,Luck Ra,48,2024-07-10,2024-02-02,69.0,,,,
Un Finde | CROSSOVER #2,Big One,49,2024-07-10,2023-04-04,75.0,,,,
FLECHAZO EN EL CENTRO,YSY A,50,2024-07-10,2023-09-06,75.0,,,,
Si Antes Te Hubiera Conocido,KAROL G,1,2024-07-10,2024-06-21,90.0,,,,
LUNA,Feid,2,2024-07-10,2023-12-01,90.0,,,,
Mirame,Blessd,3,2024-07-10,2024-04-17,82.0,,,,
REAL GANGSTA LOVE,Trueno,4,2024-07-10,2024-05-23,91.0,,,,
Orion,Boza,5,2024-07-10,2024-05-29,79.0,,,,
Santa,Rvssian,6,2024-07-10,2024-04-03,84.0,,,,
SORRY 4 THAT MUCH,Feid,7,2024-07-10,2024-06-07,87.0,,,,
AMARGURA,KAROL G,8,2024-07-10,2023-02-24,86.0,,,,
Brickell,Feid,9,2024-07-10,2024-04-10,83.0,,,,
WYA REMIX RED,J Abdiel,10,2024-07-10,2024-05-10,80.0,,,,
Gata Only,FloyyMenor,11,2024-07-10,2024-02-02,96.0,,,,
Es un Secreto,Plan B,12,2024-07-10,2010-07-20,84.0,,,,
Mia,Steven Vitali,13,2024-07-10,2024-06-06,43.0,,,,
PERRO NEGRO,Bad Bunny,14,2024-07-10,2023-10-13,87.0,,,,
Smeraldo Garden Marching Band (feat. Loco),Jimin,15,2024-07-10,2024-06-28,91.0,,,,
QLONA,KAROL G,16,2024-07-10,2023-08-10,86.0,,,,
Hora Loca,Rawayana,17,2024-07-10,2023-09-21,64.0,,,,
Ohnana,Kapo,18,2024-07-10,2024-06-06,75.0,,,,
MI EX TENÍA RAZÓN,KAROL G,19,2024-07-10,2023-08-10,83.0,,,,
GATITAS SANDUNGUERAS VOL.1,Alvaro Diaz,20,2024-07-10,2024-05-17,83.0,,,,
La Bachata,Manuel Turizo,21,2024-07-10,2023-03-17,85.0,,,,
Kyoto,Omar Courtz,22,2024-07-10,2023-07-14,69.0,,,,
ADIVINO,Myke Towers,23,2024-07-10,2024-04-25,88.0,,,,
offline,Young Miko,24,2024-07-10,2024-04-05,85.0,,,,
CLASSY 101,Feid,25,2024-07-10,2023-12-01,82.0,,,,
Cúrame,Rauw Alejandro,26,2024-07-10,2021-12-10,81.0,,,,
Feliz Cumpleaños Ferxxo,Feid,27,2024-07-10,2022-09-14,82.0,,,,
BBY BOO - REMIX,iZaak,28,2024-07-10,2024-03-27,83.0,,,,
TU$$I (with Dei V),YOVNGCHIMI,29,2024-07-10,2023-12-08,76.0,,,,
Columbia,Quevedo,30,2024-07-10,2023-07-07,83.0,,,,
Morena,Beéle,31,2024-07-10,2023-11-09,72.0,,,,
Dame Un Break,Rawayana,32,2024-07-10,2023-09-21,62.0,,,,
LA INOCENTE,Mora,33,2024-07-10,2022-04-01,80.0,,,,
LA RANGER (feat. Myke Towers),The Academy: Segunda Misión,34,2024-07-10,2024-03-28,78.0,,,,
El Merengue,Marshmello,35,2024-07-10,2023-11-03,80.0,,,,
Corazon,Eusebio,36,2024-07-10,2024-06-21,53.0,,,,
Binikini,Rawayana,37,2024-07-10,2023-09-21,64.0,,,,
LA FALDA,Myke Towers,38,2024-07-10,2023-09-18,85.0,,,,
Normal,Feid,39,2024-07-10,2022-09-14,80.0,,,,
Please Please Please,Sabrina Carpenter,40,2024-07-10,2024-06-06,98.0,,,,
Espresso,Sabrina Carpenter,41,2024-07-10,2024-04-12,99.0,,,,
LA CANCIÓN,J Balvin,42,2024-07-10,2019-06-28,83.0,,,,
SI NO ES CONTIGO,Cris Mj,43,2024-07-10,2024-05-23,88.0,,,,
Una Vida Pasada,Camilo,44,2024-07-10,2024-05-23,75.0,,,,
MIENTRAS ME CURO DEL CORA,KAROL G,45,2024-07-10,2023-02-24,80.0,,,,
CARACAS EN EL 2000,ELENA ROSE,46,2024-07-10,2023-10-26,63.0,,,,
PROVENZA,KAROL G,47,2024-07-10,2023-02-24,81.0,,,,
Feriado,Rawayana,48,2024-07-10,2023-09-21,60.0,,,,
Me Rehúso,Danny Ocean,49,2024-07-10,2019-03-22,79.0,,,,
Like Crazy,Jimin,50,2024-07-10,2023-03-24,88.0,,,,
,,1,2024-07-10,,,Kendrick Lamar - Not Like Us,KendrickLamarVEVO,2024-07-04,41928076.0
,,2,2024-07-10,,,Dani Mocanu - Hai sa ne iubim ca nemții 🇩🇪 Official Video,Dani Mocanu © Oficial,2024-07-08,1179065.0
,,3,2024-07-10,,,DON XHONI - M'FAL,DON XHONI,2024-07-02,4223599.0
,,4,2024-07-10,,,SHABAB & AMO - X,SHABAB,2024-07-04,219629.0
,,5,2024-07-10,,,Eminem - Tobey feat. Big Sean & BabyTron (Official Music Video),Lyrical Lemonade,2024-07-08,5038187.0
,,6,2024-07-10,,,Si Ai,Tayna - Topic,2024-07-02,833545.0
,,7,2024-07-10,,,LISA - ROCKSTAR (Official Music Video),LLOUD Official,2024-06-28,97008439.0
,,8,2024-07-10,,,"BABASHA - Amo, Amo | Official Video",B A B A S H A,2024-07-03,5280887.0
,,9,2024-07-10,,,DARDAN & AZET - MAJE (OFFICIAL VIDEO),Hypnotize Entertainment,2024-07-04,246043.0
,,10,2024-07-10,,,Noizy x Era Istrefi - Take a Look,thisisnoizy,2024-07-02,1851380.0
,,11,2024-07-10,,,Bogdan DLP ❌ @AdrianMinune. - Galileo Galilei 👑 Official Video,Bogdan DLP,2024-07-03,2452049.0
